TXNAME	GENEID	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000918885	ENSG00000167863	75.99994	30.5	86	21.19311	63.99994	73.99994
ENST00000918886	ENSG00000167863	1	3	6	0	6	2
ENST00000918887	ENSG00000167863	2.00157	90	122	114	118	131
ENST00000918888	ENSG00000167863	6e-05	2.5	0	4.28164	9e-05	0.00027
ENST00000918889	ENSG00000167863	0	0	0	1	1	0
ENST00000918890	ENSG00000167863	0	2	1	0	1	2
ENST00000918895	ENSG00000109576	0	0	1	0	0	1
ENST00000918897	ENSG00000141385	0	2	0	2	3	2
ENST00000918902	ENSG00000148834	2	0	0	0	0	0
ENST00000918905	ENSG00000149792	0	1	0	0	0	1
ENST00000918920	ENSG00000128463	0	6	2	4	6	10
ENST00000918921	ENSG00000167653	0	0	0	1	1	0
ENST00000918922	ENSG00000128463	0	5	6	6	7	9
ENST00000918923	ENSG00000090263	0	1	1	5	4	5
ENST00000918924	ENSG00000090263	5	3.33086	9.10624	1e-05	9.60837	10.99999
ENST00000918925	ENSG00000090263	0	0	0	0	1	0
ENST00000918926	ENSG00000090263	0	0	0	1	0	3
ENST00000918928	ENSG00000196998	1	3	0	1	0	0
ENST00000918929	ENSG00000196998	0	1	0	0	0	1
ENST00000918930	ENSG00000196998	0	0	0	0	1	0
ENST00000918931	ENSG00000196998	0	0.00642	0	0	0	0.92615
ENST00000918932	ENSG00000196998	0	0	0	0	0	2
ENST00000918934	ENSG00000196998	0	0	0	2	0	1
ENST00000918935	ENSG00000196998	1	0	0	0	0	0
ENST00000918936	ENSG00000196998	0	0.98941	0	1	0	0
ENST00000918945	ENSG00000134644	0	0	0	1	0	0
ENST00000918955	ENSG00000134644	0	0	0	0	0	1
ENST00000918957	ENSG00000134644	0	0.5	0	0	0	0
ENST00000918986	ENSG00000221838	1	0	0	0	3	0
ENST00000918987	ENSG00000221838	0	0	0	0	2	0
ENST00000918988	ENSG00000169372	1.11839	0	0	0	0	0
ENST00000918991	ENSG00000155542	0	0	0	0	0	1
ENST00000918994	ENSG00000183814	0	0	0	0	0	2
ENST00000919000	ENSG00000137824	0	0	1	0	2	0
ENST00000919002	ENSG00000232070	0	0	0	0	0	2
ENST00000919009	ENSG00000232070	0	0	0	1	0	0
ENST00000919011	ENSG00000107949	22	49	49	162	142	154
ENST00000919012	ENSG00000107949	2	0	2	2	2	0
ENST00000919013	ENSG00000107949	3	3	6	6	1	0
ENST00000919014	ENSG00000107949	0	2	0	0	3	4
ENST00000919015	ENSG00000107949	0	0	1	0	1	0
ENST00000919018	ENSG00000077721	0	0	0	2	0	0
ENST00000919019	ENSG00000204856	5	1	0	0	0	2
ENST00000919021	ENSG00000204856	1	2	0	1	5	9
ENST00000919033	ENSG00000248098	0	0	0	0	1	0
ENST00000919035	ENSG00000117682	0	0	1	1	0	0
ENST00000919038	ENSG00000117682	0	0	0	0	0	1
ENST00000919039	ENSG00000117682	0	0	0	1	0	0
ENST00000919049	ENSG00000138592	0	0	0	0	1	0
ENST00000919061	ENSG00000137185	0	0	0	1	2	2
ENST00000919062	ENSG00000137185	0	0	0	0	0	0.54681
ENST00000919063	ENSG00000083720	0	0	0	0	0	1
ENST00000919077	ENSG00000146918	0	0	0.80928	0	0	0
ENST00000919078	ENSG00000213190	0	0	1	1	0	0
ENST00000919084	ENSG00000168118	0	1	0	0	1	0
ENST00000919085	ENSG00000168118	0	0	3	6	0	5
ENST00000919086	ENSG00000168118	2	2	4	1	3	5
ENST00000919094	ENSG00000101290	0	1	0	0	1	0
ENST00000919099	ENSG00000168234	0	0	0	0	0	4
ENST00000919103	ENSG00000143324	0	0	0	1	0	0
ENST00000919116	ENSG00000188612	5	2	3	0	1	1
ENST00000919117	ENSG00000188612	3	1	5	11	7	6
ENST00000919119	ENSG00000166508	6	15	7	9	8	10
ENST00000919120	ENSG00000166508	0	0	0	0	4	0
ENST00000919121	ENSG00000166508	1	0	0	0	2	0
ENST00000919136	ENSG00000005020	6.63577	12.07927	24.27688	47.18655	43.74849	19.15324
ENST00000919149	ENSG00000004487	0	0	0	0.5	0	0
ENST00000919152	ENSG00000004487	0	1	0	1	0	0
ENST00000919162	ENSG00000166794	0	3	2	1	0	1
ENST00000919163	ENSG00000166794	1	2	0	0	1	0
ENST00000919164	ENSG00000166794	146	236	221	237	278	256
ENST00000919166	ENSG00000166794	1	1	1	0	4	1
ENST00000919167	ENSG00000166794	0	0	1	1	0	0
ENST00000919168	ENSG00000166794	0	0	0	0	1	0
ENST00000919169	ENSG00000166794	3	0	1	0	0	1
ENST00000919170	ENSG00000166794	1	0	0	1	2	0
ENST00000919171	ENSG00000166794	0	1	0	0	3	5
ENST00000919172	ENSG00000166794	0	0	0	0	1	0
ENST00000919175	ENSG00000239857	1	0	0	2	3	5
ENST00000919177	ENSG00000276023	0	1	0	0	1	2
ENST00000919178	ENSG00000276023	0	0	0	0	0	1
ENST00000919180	ENSG00000276023	0	0	0	3	0	0.99998
ENST00000919183	ENSG00000183208	0	0	1	0	0	0
ENST00000919188	ENSG00000163558	0	0	0	1	0	0
ENST00000919190	ENSG00000163558	0	0	0	0	1	0
ENST00000919194	ENSG00000005238	0	0	1	0	0	0
ENST00000919198	ENSG00000197622	5	0	4.9513	28.99999	4.90501	12.19316
ENST00000919199	ENSG00000197622	0	0	1	0	0	0
ENST00000919200	ENSG00000197622	0	0	0	0	0.46513	0.99998
ENST00000919240	ENSG00000141644	0	0	0	0	0	1
ENST00000919245	ENSG00000119328	0	1	1	0	2	6
ENST00000919246	ENSG00000170889	0	0	0	1	0	1
ENST00000919247	ENSG00000170889	6.55776	13.21543	12.16968	18.99972	1.24889	11.72105
ENST00000919248	ENSG00000170889	43	72	80	23	35	33
ENST00000919249	ENSG00000170889	88	105	127	57	66	69
ENST00000919250	ENSG00000170889	0	0.56236	0	0	0.37106	0
ENST00000919251	ENSG00000170889	0	0	0	0	0	1
ENST00000919252	ENSG00000170889	0	0	0	2	0	0
ENST00000919253	ENSG00000170889	6.83919	1.6675	3.87616	0	0	0
ENST00000919255	ENSG00000170889	2	4	2	0	1	0
ENST00000919256	ENSG00000170889	0	0	0	0	0.57573	0
ENST00000919257	ENSG00000170889	47.04303	59.67546	39.90754	22.85041	31.2512	17.86099
ENST00000919261	ENSG00000168385	1	0	0	0	0	1
ENST00000919263	ENSG00000168385	0	0	0	0	1	0
ENST00000919267	ENSG00000168385	0	0	0	0	0	2
ENST00000919272	ENSG00000152348	0	0	1	3	0	2
ENST00000919276	ENSG00000152348	0	0	0	0	0.26755	0
ENST00000919280	ENSG00000146587	0	0	0	4	14	16
ENST00000919281	ENSG00000146587	0	0	0	1	7	5
ENST00000919282	ENSG00000146587	0	0	0	1	0	0
ENST00000919287	ENSG00000112877	0	0	0	0	1	1
ENST00000919291	ENSG00000064199	5	0	0.59207	12	10.62671	9
ENST00000919292	ENSG00000064199	0	1	3	0	2	2
ENST00000919293	ENSG00000064199	1	7	2	10	5	4
ENST00000919298	ENSG00000075624	0	1	0	1	3	4
ENST00000919299	ENSG00000075624	23	27	43	89	127	76
ENST00000919301	ENSG00000075624	6	19	16	21	42	29
ENST00000919302	ENSG00000075624	0	0	1	8	3	8
ENST00000919303	ENSG00000075624	0	4	3	4	14	10
ENST00000919304	ENSG00000075624	0	2	0	0	2	1
ENST00000919305	ENSG00000075624	0	1	0	3	4	1
ENST00000919312	ENSG00000173065	0	0	0	1	0	0
ENST00000919320	ENSG00000083168	0	0	0	0	1	0
ENST00000919332	ENSG00000187051	0	0	1	0	0	0
ENST00000919333	ENSG00000187051	0	0	2	5	5	11
ENST00000919336	ENSG00000102054	0	0	0	4	4	0
ENST00000919337	ENSG00000102054	0	0	0	0	0	1
ENST00000919338	ENSG00000102054	0	0	0	0	0	2
ENST00000919343	ENSG00000172530	0	2	0.50227	0	0	7
ENST00000919351	ENSG00000162385	6	16	15	11	14	13
ENST00000919352	ENSG00000162385	4	3	7	13	14	6.9992
ENST00000919353	ENSG00000189433	0	1	0	0	0	0
ENST00000919355	ENSG00000101138	0	0	0	0	2	1
ENST00000919357	ENSG00000169188	0	0	0	1	0	1
ENST00000919358	ENSG00000169188	0	0	0	1	2	2
ENST00000919360	ENSG00000268350	0	0	0	0	1	0
ENST00000919377	ENSG00000177697	0	0	0	0	0.49312	0
ENST00000919378	ENSG00000177697	37.16585	125.47014	17.77567	287.67306	202.58608	55.54469
ENST00000919379	ENSG00000177697	0	1	0	0	0	0
ENST00000919380	ENSG00000177697	0	1	0	0	0	0
ENST00000919381	ENSG00000177697	0	0	0	0	1	0
ENST00000919394	ENSG00000135338	0	1	0	4	1	0
ENST00000919398	ENSG00000113368	1	0	2	0	2	3
ENST00000919401	ENSG00000069943	0	0	0	0	1	0
ENST00000919403	ENSG00000160087	0	1	0	0	0	0
ENST00000919409	ENSG00000119414	0	0	1	0	0	0
ENST00000919410	ENSG00000119414	0	1	0	5	3	0
ENST00000919415	ENSG00000137575	0	0	1.05877	0	0	0
ENST00000919419	ENSG00000137154	3	8	5	4	10	8
ENST00000919420	ENSG00000137154	9	6	12	5	14	18
ENST00000919421	ENSG00000137154	0	2.54174	0.54849	0	0	0.49562
ENST00000919422	ENSG00000137154	160	5	7	3	8	1
ENST00000919423	ENSG00000137154	0	1.50657	2	0	0	2.99995
ENST00000919424	ENSG00000137154	10	9	9	0	0	0
ENST00000919425	ENSG00000137154	1	4	1	9	1	1
ENST00000919426	ENSG00000137154	0	0	0	0	1	1
ENST00000919427	ENSG00000137154	1	0	2	0	0	0
ENST00000919428	ENSG00000137154	0	0	0	1	0	0
ENST00000919429	ENSG00000132591	0	0	1	1	1	1
ENST00000919431	ENSG00000132591	0	2	1	0	1	0
ENST00000919440	ENSG00000055044	0	1	0	1	2	1
ENST00000919442	ENSG00000055044	0	0	0	0	0	2
ENST00000919443	ENSG00000055044	0	0	0	0	1	1
ENST00000919453	ENSG00000087269	1	0	0	0	1	3
ENST00000919454	ENSG00000124614	43	50	30	29	40	30
ENST00000919455	ENSG00000124614	243	191	267	171	196	169
ENST00000919456	ENSG00000124614	48.02194	57	93	23.21882	0.10727	0.10812
ENST00000919457	ENSG00000124614	249	240	9	176	198	202
ENST00000919458	ENSG00000124614	0	0	0	2	0	1
ENST00000919459	ENSG00000124614	6	8	6	1	3	1
ENST00000919461	ENSG00000124614	3	3	4	3	9	6
ENST00000919462	ENSG00000124614	0	0	10	1	0	2
ENST00000919463	ENSG00000124614	2	0	2	0	0	2
ENST00000919464	ENSG00000124614	0	0	0	1	0	0
ENST00000919465	ENSG00000124614	3	4	9	2	9	10
ENST00000919466	ENSG00000124614	2	3	4	3	3	2
ENST00000919467	ENSG00000124614	0	1	2	3	1	1
ENST00000919469	ENSG00000124614	0	0	0	0	0	1
ENST00000919470	ENSG00000124614	0	2.99963	1	0	2.99999	3
ENST00000919472	ENSG00000124614	0	0	0	0	1	0
ENST00000919474	ENSG00000198060	1	1	0	6	5	3
ENST00000919504	ENSG00000132676	0	0	1	0	0	0
ENST00000919505	ENSG00000132676	0	0	0	0	1	0
ENST00000919508	ENSG00000132676	0	0	0	1	0	0
ENST00000919509	ENSG00000132676	0	5	5	0	4	2
ENST00000919510	ENSG00000132676	1	2	0	0	0	2
ENST00000919511	ENSG00000132676	2	5	3	6	3	4
ENST00000919512	ENSG00000132676	14	18	13	4	4	4
ENST00000919513	ENSG00000132676	0	2	0	0	0	0
ENST00000919514	ENSG00000132676	0	1	0	1	0	4
ENST00000919516	ENSG00000132676	0	1	0	0	0	0
ENST00000919517	ENSG00000132676	0	0	2	0	1	0
ENST00000919518	ENSG00000132676	0	0	0	1	0	0
ENST00000919519	ENSG00000132676	3	1	0	7	2	2
ENST00000919520	ENSG00000132676	0	2	3	5	1	3
ENST00000919521	ENSG00000132676	0	0	1	0	0	0
ENST00000919522	ENSG00000132676	0	0	0	1	0	0
ENST00000919526	ENSG00000132676	1	1	0	2	0	3
ENST00000919531	ENSG00000132676	0	0	0	0	1	0
ENST00000919533	ENSG00000132676	0	0	0	1	0	3
ENST00000919538	ENSG00000107833	1	1	4	1	1	2
ENST00000919539	ENSG00000107833	0	0	0	0.08739	0	0
ENST00000919540	ENSG00000107833	0	5	6	2	3	0
ENST00000919541	ENSG00000107833	2	0	0	0	1	2
ENST00000919542	ENSG00000107833	0	2	2	0	0	0
ENST00000919543	ENSG00000107833	0	0	0	0	0	2
ENST00000919552	ENSG00000225973	0	0	0	5	1	2
ENST00000919554	ENSG00000041880	0	0	0	1	0	0
ENST00000919557	ENSG00000101574	0	0	0	1	0	1
ENST00000919558	ENSG00000006451	14	17	15	54	45	52
ENST00000919559	ENSG00000006451	0	0	0	5	1	0
ENST00000919560	ENSG00000234127	0	0	0	0	0	2
ENST00000919561	ENSG00000234127	0	0	0	1	2	0
ENST00000919570	ENSG00000112339	0	0	1	0	1	0
ENST00000919601	ENSG00000186792	0	0	0	1	2	0
ENST00000919606	ENSG00000005189	0	1	0	0	1	0
ENST00000919611	ENSG00000114268	0	1	0	0	0	0
ENST00000919621	ENSG00000135387	0.35979	0	0	3	0	2
ENST00000919622	ENSG00000135387	0	1	0	1	3	2
ENST00000919629	ENSG00000213145	0	0	0	104	109	107
ENST00000919630	ENSG00000213145	0	0	1	69	94	72
ENST00000919631	ENSG00000198034	177	235	285	145	161	159
ENST00000919632	ENSG00000198034	87	125	159	93	79	76
ENST00000919633	ENSG00000198034	1	7	10	5	4	8
ENST00000919634	ENSG00000198034	12	20	17	5	9	15
ENST00000919635	ENSG00000198034	5	4	1	1	1	0
ENST00000919636	ENSG00000198034	0	0	1	1	0	0
ENST00000919637	ENSG00000198034	8	9	13	3	11	3
ENST00000919638	ENSG00000198034	17	17	9	12	13	18
ENST00000919639	ENSG00000198034	6	10	6	2	6	4
ENST00000919640	ENSG00000198034	0	1	0	0	1	0
ENST00000919641	ENSG00000198034	0	0	1	0	0	0
ENST00000919642	ENSG00000198034	25	14	8	13	12	8
ENST00000919643	ENSG00000198034	0	1	2	1	0	1
ENST00000919644	ENSG00000198034	5	0	0	0	2	3
ENST00000919645	ENSG00000198034	0	0	2	0	1	2
ENST00000919648	ENSG00000169118	0	1	0	0	0	0
ENST00000919654	ENSG00000102316	0	0	1	0	1	0
ENST00000919655	ENSG00000102316	1	0	0	0	0	0
ENST00000919662	ENSG00000102316	0	0.5	0	0	0	0.5
ENST00000919663	ENSG00000102316	0	3	0	5	0	1
ENST00000919665	ENSG00000102316	0	1	0	1	1	0
ENST00000919667	ENSG00000102316	0	1	0	0	0	0
ENST00000919668	ENSG00000102316	0	1	2	0	0	0
ENST00000919669	ENSG00000102316	0	0	0	0	0	2
ENST00000919670	ENSG00000175390	0	0	0	1	1	0
ENST00000919671	ENSG00000175390	11	22	30	11	18	12
ENST00000919672	ENSG00000175390	0	0	0	1	1	0
ENST00000919673	ENSG00000175390	4	0	0	0	0	1
ENST00000919675	ENSG00000103363	0	1	2	3	3	3
ENST00000919678	ENSG00000172331	0	0	0	0.39861	0	0
ENST00000919680	ENSG00000104731	0	0	3.30949	0	0	0
ENST00000919681	ENSG00000104731	0	1	0	0	0	0
ENST00000919682	ENSG00000104731	4	0	0	1	0	0
ENST00000919685	ENSG00000141971	6	3	1	0	0	0
ENST00000919688	ENSG00000170365	0	0	1	1	1	0
ENST00000919693	ENSG00000113161	0	0	0	0	0	1
ENST00000919695	ENSG00000010270	2	1	0	6	5	7
ENST00000919696	ENSG00000010270	0	0	0	0	2	2
ENST00000919697	ENSG00000010270	0	0	2	0	1	0
ENST00000919698	ENSG00000010270	0	0	0	0	0	1
ENST00000919699	ENSG00000010270	0	0	0	0	2	3
ENST00000919702	ENSG00000182986	0	2	0	6	14	6
ENST00000919705	ENSG00000182986	0	0	0	2	2	6
ENST00000919711	ENSG00000196497	6	9	13	4	6	3
ENST00000919713	ENSG00000196497	0.26624	9	0	0.49201	13	0
ENST00000919714	ENSG00000196497	0	0	0	0	0	2
ENST00000919715	ENSG00000119446	0	1	1	1	0	1
ENST00000919716	ENSG00000196497	0	0	0	1	0	0
ENST00000919717	ENSG00000196497	0	0	0	0	1	1
ENST00000919718	ENSG00000119446	0	1	2	0	3	2
ENST00000919720	ENSG00000243477	1	0	0	0	0	0
ENST00000919722	ENSG00000143575	205	230	227	205.98356	203	188
ENST00000919723	ENSG00000143575	15	17	26	22	18	18
ENST00000919725	ENSG00000143575	0	0	0	0	1	0
ENST00000919736	ENSG00000198015	9	5.1542	4.01252	0.3798	8	0.25368
ENST00000919737	ENSG00000198015	6.99997	0	4	7	4	4
ENST00000919738	ENSG00000198015	0	0	0	2	0	0
ENST00000919739	ENSG00000198015	0	0	0	0	0	0.76614
ENST00000919740	ENSG00000198015	0	0	0	0	1	0
ENST00000919742	ENSG00000198015	0	0	0	0	1	0
ENST00000919743	ENSG00000198015	0	0	0	0	0	1
ENST00000919756	ENSG00000151304	0	2	0	0	1	0
ENST00000919758	ENSG00000076258	0	0	0	3	1	5
ENST00000919759	ENSG00000134597	6	5	15	6	5	11
ENST00000919779	ENSG00000167635	0	0	0	0	0	1
ENST00000919785	ENSG00000167635	0	0	0	0.5	0	0
ENST00000919792	ENSG00000167635	0	0	0	0	0	1
ENST00000919793	ENSG00000063177	18	16	13	0	4	5
ENST00000919794	ENSG00000063177	146	127	164	42	70	63
ENST00000919795	ENSG00000063177	6	2	4	0	0	1
ENST00000919796	ENSG00000063177	0	2	1	1	2	5
ENST00000919797	ENSG00000063177	0	2	0	0	0	0
ENST00000919798	ENSG00000063177	4	5	11	0	2	4
ENST00000919799	ENSG00000063177	1	5	0	0	0	0
ENST00000919800	ENSG00000063177	0	2	0	0	0	1
ENST00000919801	ENSG00000063177	2	2	6	4	3	4
ENST00000919802	ENSG00000063177	0	2	2	1	0	3
ENST00000919810	ENSG00000170035	0	2	2	0	2	2
ENST00000919812	ENSG00000170035	0	0	2	0	0	0
ENST00000919813	ENSG00000170035	0	1	0	4	3	3
ENST00000919815	ENSG00000126698	0	0	5	0	2	0
ENST00000919816	ENSG00000126698	1e-05	4.00674	0	0	0.3176	0
ENST00000919817	ENSG00000126698	0	0	2	0	0	0
ENST00000919819	ENSG00000126698	0	0	1	1	0	0
ENST00000919821	ENSG00000121940	0	2.99999	0	0	0	0
ENST00000919822	ENSG00000121940	0	0	1	0	0	0
ENST00000919824	ENSG00000121940	0	0	1	0	3	3
ENST00000919831	ENSG00000183048	8	9	4	0	5	3
ENST00000919851	ENSG00000213523	0	0	0	0.02306	0	0.35926
ENST00000919852	ENSG00000213523	12.42639	16.73567	12.70608	19.55786	20.46647	5.31588
ENST00000919853	ENSG00000213523	0	1	0	0	0	0
ENST00000919857	ENSG00000100439	0	1	0	0	1	1
ENST00000919863	ENSG00000127328	0	0	2	0	0	0
ENST00000919865	ENSG00000154839	0	0	0	2	0.45364	2
ENST00000919866	ENSG00000154839	0	0	0	0	0	4
ENST00000919882	ENSG00000149547	0	0	0	0	1	0
ENST00000919885	ENSG00000136810	0	0	0	1	1	3
ENST00000919887	ENSG00000153140	10	15	20	23	14	14
ENST00000919888	ENSG00000153140	0	0	2	1	0	1
ENST00000919889	ENSG00000153140	0	3	0	3	3	9
ENST00000919890	ENSG00000153140	0	0	0	0	0	2
ENST00000919892	ENSG00000153140	1	0	0	0	0	0
ENST00000919896	ENSG00000174886	33	43	19	34	37	14
ENST00000919897	ENSG00000174886	0	0	1	0	0	0
ENST00000919898	ENSG00000174886	1	7	1	2	6	8
ENST00000919899	ENSG00000182010	0	0	0	0	1	0
ENST00000919900	ENSG00000138777	0	1	2	6	1	6
ENST00000919907	ENSG00000175183	0	0	0	0	0.13551	6.66943
ENST00000919908	ENSG00000175183	0	0	2	0	0	0
ENST00000919909	ENSG00000175183	0	0	1	0	0	2
ENST00000919910	ENSG00000175183	0	1	0	1	5	4
ENST00000919911	ENSG00000175183	0	1	0	0	0	0
ENST00000919912	ENSG00000175183	0	0	0	2	0	0
ENST00000919916	ENSG00000175183	0	3	0	0	0	1
ENST00000919927	ENSG00000078668	21.36307	4.27325	66.92361	6.10349	58.04981	24.66669
ENST00000919928	ENSG00000078668	8	7	6	16	6	23
ENST00000919929	ENSG00000078668	0	0	1	0	0	0
ENST00000919938	ENSG00000270647	1	0	0	0	0	1
ENST00000919940	ENSG00000197747	7	4	4	8	12	15
ENST00000919942	ENSG00000197747	4.99376	11	7.97395	77.77008	75.34906	62.94559
ENST00000919943	ENSG00000197747	0	0	0	0	1	0
ENST00000919944	ENSG00000107829	0	0	2	2	1	3
ENST00000919945	ENSG00000107829	0	0	0	1	1	1
ENST00000919946	ENSG00000107829	0	0	0	2	1	0
ENST00000919947	ENSG00000013573	1	1	1	0	1	0
ENST00000919950	ENSG00000013573	0.12741	0.05119	0.12869	0	0	0
ENST00000919952	ENSG00000013573	0	0	1	0	0	0
ENST00000919953	ENSG00000013573	1	0	0	0	2	1
ENST00000919955	ENSG00000013573	0	1	0	0	0	1
ENST00000919957	ENSG00000013573	0	1	0	0	0	0
ENST00000919963	ENSG00000013573	0	1	1	3	1	0
ENST00000919968	ENSG00000065615	0	0	0	0	2	0
ENST00000919973	ENSG00000273749	0	0	0	1	0	0
ENST00000919978	ENSG00000262919	4	12	6	12	4	11
ENST00000919982	ENSG00000117593	0	0	0	1	0	0
ENST00000919984	ENSG00000144366	0	0	0	1	0	0
ENST00000919989	ENSG00000144366	0	0	0	0	0	1
ENST00000919996	ENSG00000144366	0	0	0	2	1	1
ENST00000920000	ENSG00000144366	0	0	0	0	1	3
ENST00000920002	ENSG00000144366	0	0	0	5	0	0
ENST00000920003	ENSG00000144366	0	0	0	1	1	1
ENST00000920004	ENSG00000144366	0	0	0	0	0	0.5
ENST00000920006	ENSG00000144366	0	0	0	2	2	1
ENST00000920007	ENSG00000144366	0	0.5	0	1.5	0.5	1.5
ENST00000920008	ENSG00000144366	0	0	0	0	0	1
ENST00000920010	ENSG00000144366	0	0	1	0	0	0
ENST00000920014	ENSG00000144366	0	0	0	1	0	0
ENST00000920017	ENSG00000144366	0	0	0	1	0	0
ENST00000920019	ENSG00000144366	0	0	0	1	2	2
ENST00000920022	ENSG00000102103	0	0	0	0	1	0
ENST00000920023	ENSG00000102103	0	5	4	7	9	4
ENST00000920024	ENSG00000100387	127	114	124	149	175	155
ENST00000920026	ENSG00000088035	1	0	0	0	0	0
ENST00000920027	ENSG00000198663	6	0	3	0	12	4
ENST00000920028	ENSG00000198663	0	1	0	1	0	0
ENST00000920042	ENSG00000004766	0	0	0	1.54936	1.36399	0
ENST00000920043	ENSG00000162928	0	0	1	0	1	0
ENST00000920044	ENSG00000162928	0	0	0	0	0	5
ENST00000920045	ENSG00000162191	8	5	6	2	3	3
ENST00000920046	ENSG00000162191	8	21	24	16	4	9
ENST00000920047	ENSG00000162191	4	4	4	3	1	0
ENST00000920050	ENSG00000041357	15	12	1	36	28	40
ENST00000920051	ENSG00000041357	0	0	0	2	0	0
ENST00000920061	ENSG00000168090	29	64	73	53	53	66
ENST00000920063	ENSG00000168090	0	0	1e-05	0	0	0
ENST00000920064	ENSG00000168090	0	0	0	1e-05	0	0
ENST00000920065	ENSG00000168090	11	1.56236	0.67142	2.77393	4.85443	8.62521
ENST00000920067	ENSG00000168090	3	1	1	4	0	0
ENST00000920069	ENSG00000027847	0	2	0	0	0	0
ENST00000920074	ENSG00000204371	0	0	0	0	0.5	0
ENST00000920081	ENSG00000134802	0	1	0	1	0	0
ENST00000920083	ENSG00000160972	0	0	0	0	0	1
ENST00000920092	ENSG00000120334	0	1	1	4	8	5
ENST00000920098	ENSG00000123416	1	0	0	0	3	1
ENST00000920114	ENSG00000126768	16.79644	32.72465	1e-05	8.09878	0	0
ENST00000920115	ENSG00000126768	0	1	0	0	1	0
ENST00000920118	ENSG00000117399	13	6	11	4	5	5
ENST00000920119	ENSG00000117399	25	43	44	5	13	18
ENST00000920120	ENSG00000117399	15	34	33	9	14	10
ENST00000920121	ENSG00000117399	26	36	40	3	9	13
ENST00000920122	ENSG00000117399	2	0	0	0	2	0
ENST00000920123	ENSG00000117399	42.79282	48.45767	3.97575	5.41814	9.83801	10.35439
ENST00000920124	ENSG00000117399	0	1	0	0	0	0
ENST00000920125	ENSG00000117399	21.85157	38.9652	38.08371	3.74336	4.3137	11.73999
ENST00000920129	ENSG00000198373	0	2	0	1	0	0
ENST00000920138	ENSG00000213977	54	68	71	80	75	82
ENST00000920139	ENSG00000213977	1	2	3	1	2	1
ENST00000920140	ENSG00000168672	0	0	1	0	0	0
ENST00000920144	ENSG00000196776	0	1	0	1	1	0
ENST00000920162	ENSG00000185651	0	0	1	0	1	1
ENST00000920164	ENSG00000099326	0	0.8136	4.46198	10.28846	0	3.86521
ENST00000920165	ENSG00000099326	0	0	0	0	0	1
ENST00000920166	ENSG00000146733	0	1	0	0.99998	0	0
ENST00000920167	ENSG00000146733	2	3	2	0	2	1
ENST00000920168	ENSG00000146733	6	3	6	3	8	6
ENST00000920170	ENSG00000146733	0	0	0	0	0	1
ENST00000920171	ENSG00000146733	3	6	3	1	5	1
ENST00000920172	ENSG00000146733	2	1	1	0	0	1
ENST00000920173	ENSG00000146733	1	0	4	1	2	1
ENST00000920174	ENSG00000146733	0	1	0	0	0	0
ENST00000920175	ENSG00000146733	0	0	2	0	1	1
ENST00000920176	ENSG00000146733	0	1	0	1	0	1
ENST00000920177	ENSG00000146733	2	0	4	0	0	0
ENST00000920178	ENSG00000146733	0	0	1	1	0	0
ENST00000920181	ENSG00000146733	0	1	0	2	4	2
ENST00000920184	ENSG00000146733	0	1	0	0	0	0
ENST00000920185	ENSG00000146733	0	1	0	0	1	0
ENST00000920187	ENSG00000146733	0	0	1	0	0	0
ENST00000920190	ENSG00000146733	0	0	0	7	1	0
ENST00000920191	ENSG00000146733	0	0	1.8938	0	1	0
ENST00000920192	ENSG00000104853	1	1	0	1	3	0
ENST00000920193	ENSG00000173933	0	2	0	3	0	1
ENST00000920194	ENSG00000173933	0	0	2	0	0	0
ENST00000920195	ENSG00000173933	0	2	0	1	1	0
ENST00000920196	ENSG00000173933	0	0	0	0	2	0
ENST00000920197	ENSG00000173933	2	0	0	1	1	0
ENST00000920225	ENSG00000184047	0	0	0	2	0	1
ENST00000920229	ENSG00000131459	0	0	0	2	0.5	0
ENST00000920234	ENSG00000168256	1	0	0	0	0	3
ENST00000920235	ENSG00000168256	0	0	1	2	0	0
ENST00000920243	ENSG00000014641	32	73	68	55	72	62
ENST00000920244	ENSG00000014641	19	24	26	41	45	37
ENST00000920245	ENSG00000014641	38	94	98	130	124	138
ENST00000920246	ENSG00000014641	0	0	0	0	3	0
ENST00000920248	ENSG00000014641	1	0	0	0	5	1
ENST00000920250	ENSG00000014641	1	0	0	0	0	2
ENST00000920251	ENSG00000014641	0	0	2	0	0	0
ENST00000920252	ENSG00000014641	1	0	0	0	0	0
ENST00000920254	ENSG00000014641	0	0	0	0	1	0
ENST00000920255	ENSG00000014641	1	0	0	0	1	0
ENST00000920258	ENSG00000166888	0	3	0	1	3	7
ENST00000920264	ENSG00000100982	0.05284	2.97571	2.32747	0	1.23915	0.5
ENST00000920266	ENSG00000100982	1	0	0	1	0	1
ENST00000920268	ENSG00000168394	0	1	0	1	0	4
ENST00000920273	ENSG00000164252	0	0	0	1	0	0
ENST00000920288	ENSG00000171863	0.02533	3.9947	0.19324	0.01546	5.50347	0.06874
ENST00000920289	ENSG00000171863	0	0	1	1	0	3
ENST00000920290	ENSG00000171863	0.03979	0	8e-05	7e-05	0.00011	6e-05
ENST00000920291	ENSG00000171863	10.83802	0.9104	11.94069	12.95978	1.66204	10.94421
ENST00000920292	ENSG00000171863	36	37	42	55	12	11
ENST00000920293	ENSG00000171863	0	3	4	7	5	8
